45807	3	93	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	17	2	0	0	0	0	1	0	3
45807	3	107	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	2	18	2	0	0	0	0	1	0	3
45808	3	108	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	19	2	0	0	0	0	1	0	3
45809	3	123	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	20	2	0	0	0	0	1	0	3
45809	3	123	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	21	1	0	0	0	0	1	0	3
45810	3	128	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	22	1	0	0	0	0	0	0	3
45810	3	129	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	23	1	0	0	0	0	0	0	3
45811	3	134	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	24	1	0	0	0	0	0	0	3
45811	3	136	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	24	1	0	0	0	0	0	0	3
45812	3	147	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	25	1	0	0	0	0	0	0	3
45813	3	148	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	26	1	0	0	0	0	0	0	3
45813	3	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1	0	0	0	0	0	0	3
45839	3	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	3
45843	3	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	3
45849	3	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	3
45855	3	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	3
45857	3	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	3
45865	3	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	3
45867	3	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	3
45868	3	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	3
45869	3	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	3
45875	3	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	3
45875	3	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	3
45880	3	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	3
45886	3	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	3
45888	3	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	3
45890	3	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	3
45900	3	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	3
45914	3	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	3
45916	3	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	3
45932	3	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	3
45932	3	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	1	3
45938	3	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	1	3
45939	3	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	1	3
45945	3	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	1	3
45947	3	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	1	3
45959	3	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	1	3
45961	3	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	1	3
45964	3	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	1	3
45967	3	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	1	3
45969	3	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	1	3
45979	3	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	1	3
45986	3	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	2	3
45989	3	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	2	3
45990	3	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	2	3
45991	3	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1	0	0	0	0	0	2	4
45992	3	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1	1	0	0	0	0	2	4
45996	3	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1	1	1	0	0	0	2	4
45997	3	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1	1	1	1	0	0	2	4
46000	3	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1	2	1	1	0	0	2	4
46007	3	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	2	2	1	1	0	0	2	4
46014	3	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	2	2	2	1	0	0	2	4
46023	3	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	2	2	2	1	0	0	2	4
46023	3	175	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	2	2	2	1	0	0	2	4
46025	3	174	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2	2	2	2	0	0	2	4
46034	3	167	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	2	2	2	2	0	0	2	4
46049	3	161	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	2	2	2	2	0	0	2	4
46053	3	172	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	2	2	2	0	0	2	4
46057	3	181	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	2	2	3	0	0	2	4
46062	3	178	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	2	2	3	0	0	1	4
46062	3	180	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	2	2	4	0	0	1	4
46066	3	177	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	2	2	5	0	0	1	1
46079	3	177	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	2	2	2	5	0	0	1	1
46082	3	179	0	5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	9	2	2	2	5	0	0	1	1
46096	3	167	0	5	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	8	2	2	2	5	0	0	1	1
46099	3	166	0	5	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	7	2	2	2	5	0	0	1	1
46126	3	143	0	5	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	6	2	2	2	5	0	0	1	1
46127	3	143	0	5	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	5	2	2	2	6	0	0	1	1
46153	3	118	0	5	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	4	2	2	2	6	0	0	1	1
46155	3	117	0	5	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	3	2	2	2	6	0	0	1	1
46163	3	113	0	5	0	2	0	1	1	1	1	1	0	1	0	0	0	0	0	3	2	2	2	6	0	0	0	1
46163	3	122	0	5	1	2	0	1	1	1	1	1	0	1	0	0	0	0	0	2	2	2	2	6	0	0	0	1
46192	3	93	0	5	1	2	0	1	1	1	1	1	0	1	0	0	0	0	0	1	2	2	2	7	0	0	0	1
46193	3	95	0	5	2	2	0	1	1	1	1	1	0	1	0	0	0	0	0	1	1	2	2	7	0	0	0	1
46194	3	95	0	5	2	2	0	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	2	8	0	0	0	1
46195	3	111	1	5	2	2	0	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	8	0	0	0	1
46195	3	114	2	5	2	2	0	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	7	0	0	0	1
46195	3	114	2	5	2	2	0	1	1	1	1	1	0	1	0	0	0	0	0	1	1	0	1	8	0	0	0	1
46197	3	115	3	5	2	2	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	8	0	0	0	1
46197	3	117	3	5	2	2	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	9	0	0	0	1
46198	3	117	4	5	2	2	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	1
46199	3	122	5	4	2	2	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	1
46201	3	126	5	4	2	2	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	1
46210	3	120	6	3	2	2	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	1
46225	3	107	6	2	2	2	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	1
46238	3	105	6	1	2	2	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	1
46240	3	108	6	1	2	2	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	1
46242	3	122	6	0	2	2	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	1
46243	3	123	6	0	2	2	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	1
46256	3	112	6	0	2	2	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	1
46261	3	111	6	0	2	2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	1
46263	3	120	6	0	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1
46265	3	119	6	0	2	2	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1
46269	3	118	6	0	2	3	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1
46270	3	129	7	0	2	3	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1
